-46,4522;3,4038;-3,7630;-3,5413;14,8066;-13,5288;15,2433;6,8680;-24,2839;-38,6912;-3,4799;-5,2296;28,6517;38,6199;22,1955;-8,6075;13,0760;-44,7079;-7,0303;10,0493;31,7594;0,7554;0,1467;-0,9408;22,4287;-28,9007;22,1189;13,9628;-0,9386;8,9461;14,9671;13,7396;-0,3771;-1,1940;-8,8874;-23,6081;18,5503;15,2205;-30,5445;36,2029;-47,4082;28,8185;-4,7177;15,1109;-10,1480;-47,8372;37,9372;-23,6376;23,7050;11,2976;1,0894;-15,1939;6,7274;10,3763;3,3492;40,9853;-6,3406;35,6328;29,9331;-0,8321;-17,7011;-12,0529;-3,0163;9,5657;2,8593;-1,6390;-9,8970;-12,6636;-30,1835;31,7723;0
0,2598;-21,7278;-27,4239;-13,4630;-1,1378;-20,3523;-55,5278;-18,4179;-26,9947;-6,6781;24,3344;-7,9879;-10,3162;8,9059;-20,2528;-1,0218;-1,1910;-6,1192;3,6010;-18,5794;45,2506;0,8142;-11,5709;-3,3884;6,1790;-21,0865;-4,1899;-15,2315;-4,9604;-29,0084;-15,6549;-7,9294;-4,9694;25,3699;-15,6393;16,3059;7,5941;-8,2655;-7,6745;8,8262;-21,6500;-11,3423;3,2203;5,7756;45,7918;45,6856;-14,9571;-40,7509;-19,1672;-11,6108;-12,6609;-2,1462;8,4381;-2,7749;10,5928;-7,0686;8,9780;-21,0092;-16,1696;16,8965;-17,8582;-3,7929;4,0580;-45,1874;27,8131;10,3924;-2,8471;12,6054;-30,5221;25,0121;0
-5.0000;-19.0103;-25.2668;-21.8628;-8.5098;13.3630;40.7729;69.5944;95.1606;112.9721;119.4151;112.3831;91.7123;59.3583;19.2798;-22.9678;-60.8882;-87.8696;-98.0798;-87.3124;-53.6732;1.9914;75.9899;162.0340;251.8219;335.8991;404.7014;449.6591;464.2314;444.7446;390.9292;306.0838;196.8383;72.5356;-55.7039;-176.1303;-277.5977;-350.7415;-388.9649;-389.1245;-351.8341;-281.3584;-185.1080;-72.8005;44.6148;156.1407;251.8884;324.0744;367.7493;381.1801;365.8557;326.1266;268.5349;200.9266;131.4612;67.6421;15.4857;-21.0770;-40.5002;-43.6032;-33.2483;-13.7718;9.7437;32.2533;49.4804;58.4975;58.0819;48.8045;32.8481;13.5877;1
2.0000;-10.9005;-16.6448;-13.2947;-0.4973;20.4046;46.5272;73.8472;97.7959;113.9632;118.8131;110.3053;88.3308;54.8914;13.9845;-28.8025;-66.9483;-93.8253;-103.5972;-92.0701;-57.3819;-0.4339;75.0041;162.5433;253.7644;339.0863;408.8188;454.2793;468.8397;448.7759;393.8136;307.2979;195.9563;69.2751;-61.4456;-184.2556;-287.8061;-362.5459;-401.7282;-402.1114;-364.2757;-292.5226;-194.3687;-79.6992;40.3219;154.4551;252.5645;326.6385;371.5402;385.4092;369.6794;328.7240;269.1845;199.0733;126.7675;60.0190;5.1000;-33.8181;-54.9868;-59.0775;-48.8707;-28.6925;-3.6844;20.9887;40.8823;52.8710;55.5217;49.2021;35.9142;18.8884;1
10,9279;1,0960;-12,3426;-28,5835;2,5776;-5,3443;-12,9814;20,8563;-27,3563;20,3629;59,6756;21,3460;-21,5876;-6,2731;7,4352;-7,1066;9,5474;-24,2193;-34,7105;2,6235;2,9544;-3,7505;23,2846;-27,4681;-23,2530;-15,6840;-6,9841;-1,5106;-18,1720;15,2396;4,9445;7,2481;-14,9576;-20,9544;4,2661;9,4934;-36,8367;-32,0656;27,7317;5,4239;-0,0296;31,7968;23,8035;-8,1668;-34,6115;8,2132;12,3180;31,5421;-38,2397;-19,6488;-10,9903;-11,9499;-10,0891;-19,6282;43,8709;-15,6369;4,5673;9,7453;26,5326;-31,2509;-26,5544;-18,7428;22,1535;25,2068;-6,0059;29,1247;-27,6474;-6,0522;-20,3637;8,0808;0
9,5473;-19,4668;2,7658;-38,5393;-14,6701;-22,4165;1,7184;3,7862;-9,4349;12,0909;-7,8804;1,2850;-15,5112;-11,9516;41,2700;-29,2885;13,1161;2,9459;-4,6058;39,6013;19,8476;-30,6995;-50,0826;13,3332;19,7275;-8,8144;-16,7956;1,3797;-29,0516;-22,0573;-1,5681;0,1024;-16,9972;-4,0490;-7,8782;-1,9029;-11,7934;-40,0026;-38,4905;-40,0766;7,0747;1,1901;-19,7802;-25,4618;5,2763;-1,0746;15,6951;3,3169;-6,0851;-5,2362;-7,2183;-4,1047;-18,8741;23,7836;-8,5587;-1,3586;1,0611;2,7482;11,8748;-4,6694;-10,4018;-19,1344;-10,7059;-1,1095;8,5662;21,9618;-24,5617;-15,8233;-25,7007;30,1487;0
6.0000;-6.2930;-11.6321;-8.1365;4.5117;24.9617;50.3515;76.7083;99.5385;114.5262;118.2396;108.7437;86.0269;52.1708;11.2285;-31.1857;-68.5549;-94.2863;-102.6061;-89.4044;-52.9185;5.8441;83.0080;172.0866;264.5767;350.8314;421.1155;466.7226;481.0210;460.3016;404.3204;316.4645;203.5125;75.0079;-57.6884;-182.5632;-288.2038;-364.9954;-406.1283;-408.3003;-372.0350;-301.5824;-204.4165;-90.3908;29.3486;143.5636;242.1020;316.9175;362.8212;377.8862;363.4691;323.8611;265.6227;196.6930;125.3902;59.4263;5.0558;-33.5433;-54.5932;-58.7165;-48.6312;-28.5937;-3.6770;21.0135;41.0771;53.4104;56.5783;50.9210;38.3912;22.1516;1
-6,1591;-2,1902;3,7425;18,7232;-0,9620;33,6075;19,6546;22,4104;13,1417;1,7910;28,7843;44,5446;-15,3653;8,6322;-21,1672;-25,5006;-18,9671;35,2974;-13,4909;14,1602;-7,9237;10,0012;32,0657;-4,0086;-11,4477;11,8167;25,4547;13,0782;-6,3932;13,4491;-21,5565;-24,0162;34,7299;11,4824;12,7623;29,1694;-12,8372;-9,5594;-43,9483;34,9482;-2,3200;5,3068;-17,1582;19,4813;10,7806;21,2395;8,9808;2,7474;22,6341;42,2141;-2,5580;-0,2292;8,3738;-9,8586;-15,0671;6,0164;-4,7773;17,6321;15,0393;-3,1128;23,6390;-10,6874;-9,3605;4,3251;20,8409;50,9995;-22,3368;-7,2237;-2,5743;20,0774;0
0.0000;-12.5707;-17.3485;-12.5192;2.1167;25.0502;53.2341;82.4972;108.1482;125.6856;131.5153;123.5700;101.7413;68.0523;26.5368;-17.1728;-56.5048;-84.7799;-96.1083;-86.2408;-53.2560;2.0090;75.8549;161.9682;252.0071;336.4646;405.7152;451.1228;466.0796;446.8494;393.1088;308.1153;198.4740;73.5221;-55.6054;-177.1240;-279.8346;-354.3034;-393.8537;-395.2556;-359.0376;-289.3852;-193.6432;-81.4818;36.1740;148.3260;245.0579;318.5344;363.7319;378.8273;365.2098;327.1275;271.0260;204.6680;136.1491;72.9339;21.0268;-15.6241;-35.4295;-39.1422;-29.5403;-10.8660;11.8954;33.7904;50.6217;59.5221;59.3053;50.5530;35.4319;17.2762;1
-4,8401;-11,6576;-17,0024;6,2182;27,9080;-25,5531;27,4802;10,7309;28,5759;-8,7814;35,9765;-35,7561;-10,0622;-6,2573;31,1035;-13,9281;12,0405;-7,9904;13,5448;-4,5693;-10,6981;-1,2750;2,0902;-7,1751;24,6857;-6,1658;32,7639;22,7600;-13,3788;7,7777;0,4936;-29,9200;11,4476;-3,8127;-14,3747;-0,5378;8,5191;6,1249;-14,5217;8,6161;12,3290;6,1994;-31,1176;-21,8841;11,1565;-10,4623;13,7706;4,1592;-0,0470;20,6271;33,1131;22,3659;3,8168;7,2426;22,2660;-5,5404;-21,4833;-16,2860;-46,5531;-0,1609;-3,0427;1,3986;14,1529;13,6060;-22,1936;-12,9546;-8,4051;-0,5818;5,6268;13,4377;0
