76,5095;108,249;148,045;197,486;257,025;325,512;400,081;476,411;549,273;613,211;663,158;694,895;705,269;692,255;654,938;593,544;509,576;406,034;287,617;160,77;33,4248;-85,6238;-187,66;-265,161;-312,854;-328,483;-313,115;-270,909;-208,43;-133,666;-54,9604;19,9194;84,4715;133,849;165,011;176,719;169,474;145,424;108,234;62,8276;14,9616;-29,4231;-64,9999;-87,8764;-96,2453;-90,6823;-73,9776;-50,5054;-25,2625;-2,80917;1
11,5759;-8,8570;-10,4930;7,6443;25,3205;0,2755;-25,8220;4,2314;20,2036;10,3767;13,5383;1,6883;-10,7634;31,1445;7,4276;16,6668;18,8858;11,1303;41,3856;48,4878;-4,0317;31,9757;33,9992;-13,9009;13,7164;2,3559;-7,9872;3,3806;-8,7288;28,8202;-0,7661;8,2306;14,3986;-27,6787;22,7357;8,6121;11,0428;11,8128;14,5982;12,4759;14,1683;-6,7825;-10,6479;-29,0644;22,7671;-30,0336;-0,1920;-0,7031;-12,1851;59,1488;0
-19,7052;11,6346;4,1995;34,9883;11,5765;-5,3619;1,2622;-11,1362;5,5634;-3,1494;8,9452;-46,7465;-2,0747;10,6094;-1,7060;10,1949;27,8917;-6,5645;40,0114;-6,2166;-15,1661;5,1209;1,4223;-9,2223;14,5214;-20,7484;26,7104;-24,8343;23,2139;24,3817;5,3464;-19,4431;-1,1111;-1,5366;-8,6793;1,1702;0,0046;-20,7709;41,3236;4,1618;-13,8821;-16,9586;-14,7317;-1,9938;-0,6010;1,9113;30,6134;27,9750;16,9881;-8,2049;0
2,2443;-18,9982;-5,6515;10,0635;5,8125;-19,8292;-10,7158;-14,7695;1,0420;6,1900;-18,4162;-26,3428;27,2249;10,3770;-40,7432;-10,4166;48,8792;-36,5700;0,0397;11,0137;4,9434;-18,5135;-10,1620;-18,8296;9,6648;6,6055;-6,1103;18,0015;1,0697;-18,2637;-37,9065;16,6858;-0,3711;-6,2457;-7,9196;10,4039;-4,3223;-1,4881;-21,7652;-11,4774;5,7513;38,2840;21,3658;-21,2615;-8,7892;-17,3648;23,4371;-6,4892;-0,5507;19,8139;0
80,7241;126,899;182,548;246,086;315,388;387,947;460,937;531,184;595,07;648,487;686,922;705,768;700,859;669,182;609,6;523,438;414,753;290,18;158,34;28,8973;-88,579;-185,735;-256,356;-296,95;-306,939;-288,486;-246,045;-185,737;-114,672;-40,2799;30,3016;90,7835;136,206;163,335;170,936;159,867;132,956;94,6281;50,32;5,7473;-33,85;-64,3615;-83,2469;-89,7021;-84,5494;-69,9071;-48,7339;-24,3475;0,00119501;21,4535;1
-28,1777;14,8948;-8,8236;23,8665;45,9789;-14,7726;-6,6962;11,4578;-13,8614;0,0992;2,3285;10,4613;-9,8899;-10,5641;21,8725;-13,1473;-16,0716;25,3523;-13,3814;0,9959;-19,3985;-8,0395;18,0734;5,7427;5,1955;3,4730;-12,8660;-54,2934;18,4969;34,0411;6,7987;-1,0795;39,0559;29,2321;-14,0953;-11,0265;17,0669;15,0813;20,7183;-7,4441;17,5930;-6,2014;2,4461;45,6708;20,7706;-8,8592;28,3831;4,2373;-5,9624;4,4488;0
5,9198;3,7639;-12,9331;-1,2516;-15,5943;-2,7864;-13,3844;14,0429;-3,7914;13,0603;21,7030;-2,0475;27,6867;15,3076;-4,4833;-4,4841;31,6414;-33,9779;-11,4320;-5,4372;9,8097;-22,3115;-3,4933;5,8056;33,4064;-6,2922;2,8066;27,4973;29,5898;48,5614;12,9003;-42,7684;22,4542;-17,5197;50,4588;-10,9223;-0,8194;-5,4130;2,3782;-42,8383;-7,0276;-39,9622;16,9540;18,0163;-2,6698;2,8820;-0,1918;29,6813;16,8438;11,0812;0
-21,8831;-19,3051;-33,2276;9,0180;-8,7155;-23,7211;8,5401;-8,7108;-38,0937;41,6269;-32,4076;15,6189;5,3268;17,6639;-7,9222;-17,4690;3,8068;34,5987;-21,9154;-35,4482;-13,4145;1,5466;27,5507;-2,8130;-24,3598;-2,4478;9,2214;4,9292;3,9093;18,5454;-5,2866;-9,4054;15,9167;13,4793;-4,4225;18,0248;-13,2282;18,3891;17,9221;-25,2266;22,3929;-7,3762;18,2088;10,2596;18,1308;23,4211;-7,9884;-6,3524;6,2367;27,5572;0
-20,9099;7,5570;-0,2860;23,5139;-18,6157;-26,9442;-2,0437;24,6351;-3,3014;-5,9757;-0,2274;12,2491;-1,0004;-26,8531;-21,4046;-43,1420;16,9931;-12,0515;-16,4946;15,6909;-5,9543;12,1446;14,9815;14,2145;-3,2591;-19,7392;10,6694;-46,5660;-23,7870;-3,3570;22,4364;11,3263;-15,8494;10,6068;1,1190;-17,3661;-15,5355;-36,3731;12,8570;-34,2719;37,0169;26,6103;-27,0667;39,1405;21,6250;-17,8511;28,3164;12,4068;-20,5775;-8,7696;0
99,4117;144,411;199,273;262,385;331,419;403,552;475,632;544,256;605,784;656,326;691,804;708,157;701,737;669,865;611,442;527,501;421,517;299,385;169,002;39,4889;-79,8134;-180,422;-255,67;-301,406;-316,332;-301,984;-262,386;-203,48;-132,43;-56,8863;15,7118;78,7688;127,066;157,171;167,701;159,392;134,954;98,7;55,9658;12,4072;-26,7433;-57,3318;-76,7469;-84,1226;-80,2614;-67,3159;-48,3089;-26,5939;-5,35265;12,7965;1
105,208;147,066;197,818;257,359;324,86;398,492;475,22;550,773;619,842;676,519;714,941;730,022;718,167;677,829;609,817;517,307;405,569;281,473;152,85;27,809;-85,9169;-181,55;-253,747;-298,972;-315,752;-304,807;-269,027;-213,269;-143,951;-68,4655;5,55641;71,0333;122,179;155,089;168,089;161,785;138,835;103,484;60,9457;16,7307;-23,996;-56,9557;-79,1561;-89,128;-86,99;-74,3418;-53,9919;-29,5384;-4,84016;16,5585;1
104,797;144,009;192,005;249,586;316,662;391,731;471,563;551,222;624,467;684,493;724,853;740,366;727,83;686,404;617,627;525,129;414,164;291,1;162,964;37,0948;-79,1641;-178,788;-255,512;-304,407;-322,55;-309,643;-268,395;-204,503;-126,122;-42,856;35,5741;100,735;146,652;170,509;172,734;156,503;126,804;89,3362;49,5105;11,749;-20,8085;-46,2395;-63,5539;-72,3715;-72,7187;-65,0135;-50,2111;-29,9888;-6,82411;16,1572;1
87,6681;129,956;182,504;244,124;312,885;386,293;461,363;534,594;601,886;658,519;699,316;719,061;713,177;678,543;614,305;522,442;407,934;278,424;143,405;13,0642;-103;-196,934;-263,462;-300,263;-307,885;-289,28;-249,135;-193,142;-127,388;-57,9021;9,62252;70,0029;118,731;152,2;168,007;165,305;145,08;110,259;65,5133;16,7531;-29,6753;-67,9402;-93,6429;-104,505;-100,664;-84,5126;-60,1076;-32,296;-5,75233;15,852;1
70,3587;97,4367;134,959;184,527;246,006;317,331;394,707;473,131;547,068;611,11;660,465;691,247;700,57;686,551;648,323;586,145;501,599;397,845;279,782;154,011;28,4958;-88,1101;-187,384;-262,174;-307,554;-321,51;-305,216;-262,85;-200,969;-127,597;-51,1583;20,5315;81,0836;126,06;153,176;162,212;154,706;133,525;102,386;65,4041;26,7015;-9,92273;-41,2521;-64,8594;-79,2592;-83,9983;-79,6664;-67,8067;-50,715;-31,134;1
